"district","county","year","subcounty","parish","school_name","ownership","gender","grade","value","location_code","facility_id"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","St Marys Child Empowerment Primary School","Private","Female","Division U","1.0","D01S01P04","st-marys-child-empowerment-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","St Marys Child Empowerment Primary School","Private","Male","Division X","","D01S01P04","st-marys-child-empowerment-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","St Marys Child Empowerment Primary School","Private","Female","Division X","","D01S01P04","st-marys-child-empowerment-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa CU Primary School","Government","Male","Division 1","","D01S13P02","kitimbwa-cu-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa CU Primary School","Government","Female","Division 1","","D01S13P02","kitimbwa-cu-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa CU Primary School","Government","Male","Division 2","7.0","D01S13P02","kitimbwa-cu-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa CU Primary School","Government","Female","Division 2","16.0","D01S13P02","kitimbwa-cu-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa CU Primary School","Government","Male","Division 3","4.0","D01S13P02","kitimbwa-cu-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa CU Primary School","Government","Female","Division 3","8.0","D01S13P02","kitimbwa-cu-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa CU Primary School","Government","Male","Division 4","","D01S13P02","kitimbwa-cu-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa CU Primary School","Government","Female","Division 4","2.0","D01S13P02","kitimbwa-cu-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa CU Primary School","Government","Male","Division U","","D01S13P02","kitimbwa-cu-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa CU Primary School","Government","Female","Division U","","D01S13P02","kitimbwa-cu-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa CU Primary School","Government","Male","Division X","2.0","D01S13P02","kitimbwa-cu-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa CU Primary School","Government","Female","Division X","4.0","D01S13P02","kitimbwa-cu-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa Light SDA Primary School","Government","Male","Division 1","1.0","D01S13P02","kitimbwa-light-sda-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa Light SDA Primary School","Government","Female","Division 1","","D01S13P02","kitimbwa-light-sda-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa Light SDA Primary School","Government","Male","Division 2","24.0","D01S13P02","kitimbwa-light-sda-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa Light SDA Primary School","Government","Female","Division 2","30.0","D01S13P02","kitimbwa-light-sda-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa Light SDA Primary School","Government","Male","Division 3","10.0","D01S13P02","kitimbwa-light-sda-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa Light SDA Primary School","Government","Female","Division 3","23.0","D01S13P02","kitimbwa-light-sda-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa Light SDA Primary School","Government","Male","Division 4","5.0","D01S13P02","kitimbwa-light-sda-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa Light SDA Primary School","Government","Female","Division 4","19.0","D01S13P02","kitimbwa-light-sda-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa Light SDA Primary School","Government","Male","Division U","2.0","D01S13P02","kitimbwa-light-sda-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa Light SDA Primary School","Government","Female","Division U","17.0","D01S13P02","kitimbwa-light-sda-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa Light SDA Primary School","Government","Male","Division X","","D01S13P02","kitimbwa-light-sda-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa Light SDA Primary School","Government","Female","Division X","","D01S13P02","kitimbwa-light-sda-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa RC Primary School","Government","Male","Division 1","","D01S13P02","kitimbwa-rc-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa RC Primary School","Government","Female","Division 1","","D01S13P02","kitimbwa-rc-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa RC Primary School","Government","Male","Division 2","6.0","D01S13P02","kitimbwa-rc-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa RC Primary School","Government","Female","Division 2","13.0","D01S13P02","kitimbwa-rc-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa RC Primary School","Government","Male","Division 3","7.0","D01S13P02","kitimbwa-rc-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa RC Primary School","Government","Female","Division 3","12.0","D01S13P02","kitimbwa-rc-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa RC Primary School","Government","Male","Division 4","4.0","D01S13P02","kitimbwa-rc-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa RC Primary School","Government","Female","Division 4","15.0","D01S13P02","kitimbwa-rc-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa RC Primary School","Government","Male","Division U","8.0","D01S13P02","kitimbwa-rc-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa RC Primary School","Government","Female","Division U","12.0","D01S13P02","kitimbwa-rc-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa RC Primary School","Government","Male","Division X","1.0","D01S13P02","kitimbwa-rc-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa RC Primary School","Government","Female","Division X","1.0","D01S13P02","kitimbwa-rc-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa UMEA Primary School","Government","Male","Division 1","","D01S13P02","kitimbwa-umea-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa UMEA Primary School","Government","Female","Division 1","","D01S13P02","kitimbwa-umea-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa UMEA Primary School","Government","Male","Division 2","1.0","D01S13P02","kitimbwa-umea-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa UMEA Primary School","Government","Female","Division 2","1.0","D01S13P02","kitimbwa-umea-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa UMEA Primary School","Government","Male","Division 3","5.0","D01S13P02","kitimbwa-umea-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa UMEA Primary School","Government","Female","Division 3","3.0","D01S13P02","kitimbwa-umea-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa UMEA Primary School","Government","Male","Division 4","","D01S13P02","kitimbwa-umea-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa UMEA Primary School","Government","Female","Division 4","1.0","D01S13P02","kitimbwa-umea-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa UMEA Primary School","Government","Male","Division U","4.0","D01S13P02","kitimbwa-umea-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa UMEA Primary School","Government","Female","Division U","2.0","D01S13P02","kitimbwa-umea-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa UMEA Primary School","Government","Male","Division X","","D01S13P02","kitimbwa-umea-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kitimbwa UMEA Primary School","Government","Female","Division X","","D01S13P02","kitimbwa-umea-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Kyerima Ward","Kyerima CU Primary School","Government","Male","Division 1","1.0","D01S13P01","kyerima-cu-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Kyerima Ward","Kyerima CU Primary School","Government","Female","Division 1","3.0","D01S13P01","kyerima-cu-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Kyerima Ward","Kyerima CU Primary School","Government","Male","Division 2","11.0","D01S13P01","kyerima-cu-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Kyerima Ward","Kyerima CU Primary School","Government","Female","Division 2","12.0","D01S13P01","kyerima-cu-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Kyerima Ward","Kyerima CU Primary School","Government","Male","Division 3","5.0","D01S13P01","kyerima-cu-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Kyerima Ward","Kyerima CU Primary School","Government","Female","Division 3","12.0","D01S13P01","kyerima-cu-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Kyerima Ward","Kyerima CU Primary School","Government","Male","Division 4","6.0","D01S13P01","kyerima-cu-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Kyerima Ward","Kyerima CU Primary School","Government","Female","Division 4","7.0","D01S13P01","kyerima-cu-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Kyerima Ward","Kyerima CU Primary School","Government","Male","Division U","1.0","D01S13P01","kyerima-cu-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Kyerima Ward","Kyerima CU Primary School","Government","Female","Division U","13.0","D01S13P01","kyerima-cu-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Kyerima Ward","Kyerima CU Primary School","Government","Male","Division X","2.0","D01S13P01","kyerima-cu-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Kyerima Ward","Kyerima CU Primary School","Government","Female","Division X","1.0","D01S13P01","kyerima-cu-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Kyerima Ward","Kyerima UMEA Primary School","Government","Male","Division 1","","D01S13P01","kyerima-umea-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Kyerima Ward","Kyerima UMEA Primary School","Government","Female","Division 1","","D01S13P01","kyerima-umea-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Kyerima Ward","Kyerima UMEA Primary School","Government","Male","Division 2","2.0","D01S13P01","kyerima-umea-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Kyerima Ward","Kyerima UMEA Primary School","Government","Female","Division 2","13.0","D01S13P01","kyerima-umea-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Kyerima Ward","Kyerima UMEA Primary School","Government","Male","Division 3","4.0","D01S13P01","kyerima-umea-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Kyerima Ward","Kyerima UMEA Primary School","Government","Female","Division 3","5.0","D01S13P01","kyerima-umea-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Kyerima Ward","Kyerima UMEA Primary School","Government","Male","Division 4","","D01S13P01","kyerima-umea-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Kyerima Ward","Kyerima UMEA Primary School","Government","Female","Division 4","","D01S13P01","kyerima-umea-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Kyerima Ward","Kyerima UMEA Primary School","Government","Male","Division U","","D01S13P01","kyerima-umea-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Kyerima Ward","Kyerima UMEA Primary School","Government","Female","Division U","","D01S13P01","kyerima-umea-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Kyerima Ward","Kyerima UMEA Primary School","Government","Male","Division X","","D01S13P01","kyerima-umea-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Kyerima Ward","Kyerima UMEA Primary School","Government","Female","Division X","","D01S13P01","kyerima-umea-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kyetume High Primary School","Government","Male","Division 1","","D01S13P02","kyetume-high-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kyetume High Primary School","Government","Female","Division 1","","D01S13P02","kyetume-high-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kyetume High Primary School","Government","Male","Division 2","4.0","D01S13P02","kyetume-high-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kyetume High Primary School","Government","Female","Division 2","","D01S13P02","kyetume-high-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kyetume High Primary School","Government","Male","Division 3","8.0","D01S13P02","kyetume-high-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kyetume High Primary School","Government","Female","Division 3","2.0","D01S13P02","kyetume-high-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kyetume High Primary School","Government","Male","Division 4","7.0","D01S13P02","kyetume-high-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kyetume High Primary School","Government","Female","Division 4","6.0","D01S13P02","kyetume-high-primary-school_kayunga"
"Kayunga","Bbaale","2022","Kitimbwa Town Council","Wabuyinja Ward","Kyetume High Primary School","Government","Male","Division U","8.0","D01S13P02","kyetume-high-primary-school_kayunga"
