"district","county","year","subcounty","parish","school_name","ownership","gender","grade","value","location_code","facility_id"
"Kayunga","Bbaale","2020","Kayonza","Kanywero","Wunga Primary School","Government","Male","Division 4","5.0","D01S10P06","wunga-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kayonza","Kanywero","Wunga Primary School","Government","Female","Division 4","5.0","D01S10P06","wunga-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kayonza","Kanywero","Wunga Primary School","Government","Male","Division U","3.0","D01S10P06","wunga-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kayonza","Kanywero","Wunga Primary School","Government","Female","Division U","26.0","D01S10P06","wunga-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kayonza","Kanywero","Wunga Primary School","Government","Male","Division X","1.0","D01S10P06","wunga-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kayonza","Kanywero","Wunga Primary School","Government","Female","Division X","3.0","D01S10P06","wunga-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Bisaka Primary School","Government","Male","Division 1","","D01S11P05","bisaka-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Bisaka Primary School","Government","Female","Division 1","","D01S11P05","bisaka-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Bisaka Primary School","Government","Male","Division 2","2.0","D01S11P05","bisaka-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Bisaka Primary School","Government","Female","Division 2","1.0","D01S11P05","bisaka-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Bisaka Primary School","Government","Male","Division 3","8.0","D01S11P05","bisaka-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Bisaka Primary School","Government","Female","Division 3","6.0","D01S11P05","bisaka-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Bisaka Primary School","Government","Male","Division 4","1.0","D01S11P05","bisaka-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Bisaka Primary School","Government","Female","Division 4","2.0","D01S11P05","bisaka-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Bisaka Primary School","Government","Male","Division U","6.0","D01S11P05","bisaka-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Bisaka Primary School","Government","Female","Division U","7.0","D01S11P05","bisaka-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Bisaka Primary School","Government","Male","Division X","","D01S11P05","bisaka-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Bisaka Primary School","Government","Female","Division X","","D01S11P05","bisaka-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nkokonjeru","Bulawula Primary School","Government","Male","Division 1","1.0","D01S11P01","bulawula-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nkokonjeru","Bulawula Primary School","Government","Female","Division 1","","D01S11P01","bulawula-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nkokonjeru","Bulawula Primary School","Government","Male","Division 2","2.0","D01S11P01","bulawula-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nkokonjeru","Bulawula Primary School","Government","Female","Division 2","","D01S11P01","bulawula-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nkokonjeru","Bulawula Primary School","Government","Male","Division 3","4.0","D01S11P01","bulawula-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nkokonjeru","Bulawula Primary School","Government","Female","Division 3","4.0","D01S11P01","bulawula-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nkokonjeru","Bulawula Primary School","Government","Male","Division 4","3.0","D01S11P01","bulawula-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nkokonjeru","Bulawula Primary School","Government","Female","Division 4","2.0","D01S11P01","bulawula-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nkokonjeru","Bulawula Primary School","Government","Male","Division U","7.0","D01S11P01","bulawula-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nkokonjeru","Bulawula Primary School","Government","Female","Division U","8.0","D01S11P01","bulawula-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nkokonjeru","Bulawula Primary School","Government","Male","Division X","1.0","D01S11P01","bulawula-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nkokonjeru","Bulawula Primary School","Government","Female","Division X","2.0","D01S11P01","bulawula-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kitatya","Kitatya CU Primary School","Government","Male","Division 1","2.0","D01S11P03","kitatya-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kitatya","Kitatya CU Primary School","Government","Female","Division 1","1.0","D01S11P03","kitatya-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kitatya","Kitatya CU Primary School","Government","Male","Division 2","20.0","D01S11P03","kitatya-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kitatya","Kitatya CU Primary School","Government","Female","Division 2","13.0","D01S11P03","kitatya-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kitatya","Kitatya CU Primary School","Government","Male","Division 3","9.0","D01S11P03","kitatya-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kitatya","Kitatya CU Primary School","Government","Female","Division 3","9.0","D01S11P03","kitatya-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kitatya","Kitatya CU Primary School","Government","Male","Division 4","12.0","D01S11P03","kitatya-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kitatya","Kitatya CU Primary School","Government","Female","Division 4","8.0","D01S11P03","kitatya-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kitatya","Kitatya CU Primary School","Government","Male","Division U","13.0","D01S11P03","kitatya-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kitatya","Kitatya CU Primary School","Government","Female","Division U","10.0","D01S11P03","kitatya-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kitatya","Kitatya CU Primary School","Government","Male","Division X","3.0","D01S11P03","kitatya-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kitatya","Kitatya CU Primary School","Government","Female","Division X","4.0","D01S11P03","kitatya-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kitatya","Kitatya RC Primary School","Government","Male","Division 1","","D01S11P03","kitatya-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kitatya","Kitatya RC Primary School","Government","Female","Division 1","","D01S11P03","kitatya-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kitatya","Kitatya RC Primary School","Government","Male","Division 2","15.0","D01S11P03","kitatya-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kitatya","Kitatya RC Primary School","Government","Female","Division 2","13.0","D01S11P03","kitatya-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kitatya","Kitatya RC Primary School","Government","Male","Division 3","14.0","D01S11P03","kitatya-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kitatya","Kitatya RC Primary School","Government","Female","Division 3","13.0","D01S11P03","kitatya-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kitatya","Kitatya RC Primary School","Government","Male","Division 4","5.0","D01S11P03","kitatya-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kitatya","Kitatya RC Primary School","Government","Female","Division 4","2.0","D01S11P03","kitatya-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kitatya","Kitatya RC Primary School","Government","Male","Division U","4.0","D01S11P03","kitatya-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kitatya","Kitatya RC Primary School","Government","Female","Division U","2.0","D01S11P03","kitatya-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kitatya","Kitatya RC Primary School","Government","Male","Division X","","D01S11P03","kitatya-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kitatya","Kitatya RC Primary School","Government","Female","Division X","","D01S11P03","kitatya-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Mt Carmel Primary School","Private","Male","Division 1","2.0","D01S11P04","mt-carmel-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Mt Carmel Primary School","Private","Female","Division 1","1.0","D01S11P04","mt-carmel-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Mt Carmel Primary School","Private","Male","Division 2","23.0","D01S11P04","mt-carmel-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Mt Carmel Primary School","Private","Female","Division 2","20.0","D01S11P04","mt-carmel-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Mt Carmel Primary School","Private","Male","Division 3","20.0","D01S11P04","mt-carmel-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Mt Carmel Primary School","Private","Female","Division 3","16.0","D01S11P04","mt-carmel-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Mt Carmel Primary School","Private","Male","Division 4","6.0","D01S11P04","mt-carmel-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Mt Carmel Primary School","Private","Female","Division 4","5.0","D01S11P04","mt-carmel-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Mt Carmel Primary School","Private","Male","Division U","10.0","D01S11P04","mt-carmel-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Mt Carmel Primary School","Private","Female","Division U","15.0","D01S11P04","mt-carmel-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Mt Carmel Primary School","Private","Male","Division X","2.0","D01S11P04","mt-carmel-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Mt Carmel Primary School","Private","Female","Division X","2.0","D01S11P04","mt-carmel-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Nakaseeta CU Primary School","Government","Male","Division 1","","D01S11P04","nakaseeta-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Nakaseeta CU Primary School","Government","Female","Division 1","","D01S11P04","nakaseeta-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Nakaseeta CU Primary School","Government","Male","Division 2","","D01S11P04","nakaseeta-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Nakaseeta CU Primary School","Government","Female","Division 2","","D01S11P04","nakaseeta-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Nakaseeta CU Primary School","Government","Male","Division 3","1.0","D01S11P04","nakaseeta-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Nakaseeta CU Primary School","Government","Female","Division 3","1.0","D01S11P04","nakaseeta-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Nakaseeta CU Primary School","Government","Male","Division 4","1.0","D01S11P04","nakaseeta-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Nakaseeta CU Primary School","Government","Female","Division 4","1.0","D01S11P04","nakaseeta-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Nakaseeta CU Primary School","Government","Male","Division U","6.0","D01S11P04","nakaseeta-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Nakaseeta CU Primary School","Government","Female","Division U","4.0","D01S11P04","nakaseeta-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Nakaseeta CU Primary School","Government","Male","Division X","","D01S11P04","nakaseeta-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Nakaseeta CU Primary School","Government","Female","Division X","1.0","D01S11P04","nakaseeta-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Nakivubo CU Primary School","Government","Male","Division 1","","D01S11P05","nakivubo-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Nakivubo CU Primary School","Government","Female","Division 1","","D01S11P05","nakivubo-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Nakivubo CU Primary School","Government","Male","Division 2","4.0","D01S11P05","nakivubo-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Nakivubo CU Primary School","Government","Female","Division 2","4.0","D01S11P05","nakivubo-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Nakivubo CU Primary School","Government","Male","Division 3","6.0","D01S11P05","nakivubo-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Nakivubo CU Primary School","Government","Female","Division 3","5.0","D01S11P05","nakivubo-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Nakivubo CU Primary School","Government","Male","Division 4","4.0","D01S11P05","nakivubo-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Nakivubo CU Primary School","Government","Female","Division 4","10.0","D01S11P05","nakivubo-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Nakivubo CU Primary School","Government","Male","Division U","25.0","D01S11P05","nakivubo-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Nakivubo CU Primary School","Government","Female","Division U","26.0","D01S11P05","nakivubo-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Nakivubo CU Primary School","Government","Male","Division X","7.0","D01S11P05","nakivubo-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Nakivubo CU Primary School","Government","Female","Division X","5.0","D01S11P05","nakivubo-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Nakivubo UMEA Primary School","Government","Male","Division 1","","D01S11P05","nakivubo-umea-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Nakivubo UMEA Primary School","Government","Female","Division 1","","D01S11P05","nakivubo-umea-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Nakivubo UMEA Primary School","Government","Male","Division 2","","D01S11P05","nakivubo-umea-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Nakivubo UMEA Primary School","Government","Female","Division 2","","D01S11P05","nakivubo-umea-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Nakivubo UMEA Primary School","Government","Male","Division 3","","D01S11P05","nakivubo-umea-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Nakivubo UMEA Primary School","Government","Female","Division 3","","D01S11P05","nakivubo-umea-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Nakivubo UMEA Primary School","Government","Male","Division 4","","D01S11P05","nakivubo-umea-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Nakivubo UMEA Primary School","Government","Female","Division 4","","D01S11P05","nakivubo-umea-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Nakivubo UMEA Primary School","Government","Male","Division U","","D01S11P05","nakivubo-umea-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Nakivubo UMEA Primary School","Government","Female","Division U","","D01S11P05","nakivubo-umea-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Nakivubo UMEA Primary School","Government","Male","Division X","","D01S11P05","nakivubo-umea-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Nakivubo","Nakivubo UMEA Primary School","Government","Female","Division X","","D01S11P05","nakivubo-umea-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Namabuga RC Primary School","Government","Male","Division 1","","D01S11P04","namabuga-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Namabuga RC Primary School","Government","Female","Division 1","","D01S11P04","namabuga-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Namabuga RC Primary School","Government","Male","Division 2","2.0","D01S11P04","namabuga-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Namabuga RC Primary School","Government","Female","Division 2","1.0","D01S11P04","namabuga-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Namabuga RC Primary School","Government","Male","Division 3","3.0","D01S11P04","namabuga-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Namabuga RC Primary School","Government","Female","Division 3","1.0","D01S11P04","namabuga-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Namabuga RC Primary School","Government","Male","Division 4","3.0","D01S11P04","namabuga-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Namabuga RC Primary School","Government","Female","Division 4","","D01S11P04","namabuga-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Namabuga RC Primary School","Government","Male","Division U","8.0","D01S11P04","namabuga-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Namabuga RC Primary School","Government","Female","Division U","6.0","D01S11P04","namabuga-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Namabuga RC Primary School","Government","Male","Division X","","D01S11P04","namabuga-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Namabuga RC Primary School","Government","Female","Division X","5.0","D01S11P04","namabuga-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Namulaba CU Primary School","Government","Male","Division 1","","D01S11P06","namulaba-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Namulaba CU Primary School","Government","Female","Division 1","","D01S11P06","namulaba-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Namulaba CU Primary School","Government","Male","Division 2","2.0","D01S11P06","namulaba-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Namulaba CU Primary School","Government","Female","Division 2","1.0","D01S11P06","namulaba-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Namulaba CU Primary School","Government","Male","Division 3","3.0","D01S11P06","namulaba-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Namulaba CU Primary School","Government","Female","Division 3","1.0","D01S11P06","namulaba-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Namulaba CU Primary School","Government","Male","Division 4","3.0","D01S11P06","namulaba-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Namulaba CU Primary School","Government","Female","Division 4","","D01S11P06","namulaba-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Namulaba CU Primary School","Government","Male","Division U","8.0","D01S11P06","namulaba-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Namulaba CU Primary School","Government","Female","Division U","6.0","D01S11P06","namulaba-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Namulaba CU Primary School","Government","Male","Division X","","D01S11P06","namulaba-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Namulaba CU Primary School","Government","Female","Division X","5.0","D01S11P06","namulaba-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Namulaba UMEA Primary School","Government","Male","Division 1","","D01S11P06","namulaba-umea-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Namulaba UMEA Primary School","Government","Female","Division 1","","D01S11P06","namulaba-umea-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Namulaba UMEA Primary School","Government","Male","Division 2","8.0","D01S11P06","namulaba-umea-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Namulaba UMEA Primary School","Government","Female","Division 2","7.0","D01S11P06","namulaba-umea-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Namulaba UMEA Primary School","Government","Male","Division 3","7.0","D01S11P06","namulaba-umea-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Namulaba UMEA Primary School","Government","Female","Division 3","5.0","D01S11P06","namulaba-umea-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Namulaba UMEA Primary School","Government","Male","Division 4","3.0","D01S11P06","namulaba-umea-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Namulaba UMEA Primary School","Government","Female","Division 4","2.0","D01S11P06","namulaba-umea-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Namulaba UMEA Primary School","Government","Male","Division U","","D01S11P06","namulaba-umea-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Namulaba UMEA Primary School","Government","Female","Division U","","D01S11P06","namulaba-umea-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Namulaba UMEA Primary School","Government","Male","Division X","","D01S11P06","namulaba-umea-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Namulaba UMEA Primary School","Government","Female","Division X","9.0","D01S11P06","namulaba-umea-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Nanjwenge CU Primary School","Government","Male","Division 1","","D01S11P04","nanjwenge-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Nanjwenge CU Primary School","Government","Female","Division 1","","D01S11P04","nanjwenge-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Nanjwenge CU Primary School","Government","Male","Division 2","1.0","D01S11P04","nanjwenge-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Nanjwenge CU Primary School","Government","Female","Division 2","","D01S11P04","nanjwenge-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Nanjwenge CU Primary School","Government","Male","Division 3","1.0","D01S11P04","nanjwenge-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Nanjwenge CU Primary School","Government","Female","Division 3","1.0","D01S11P04","nanjwenge-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Nanjwenge CU Primary School","Government","Male","Division 4","2.0","D01S11P04","nanjwenge-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Nanjwenge CU Primary School","Government","Female","Division 4","2.0","D01S11P04","nanjwenge-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Nanjwenge CU Primary School","Government","Male","Division U","7.0","D01S11P04","nanjwenge-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Nanjwenge CU Primary School","Government","Female","Division U","5.0","D01S11P04","nanjwenge-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Nanjwenge CU Primary School","Government","Male","Division X","","D01S11P04","nanjwenge-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Kyerima","Nanjwenge CU Primary School","Government","Female","Division X","1.0","D01S11P04","nanjwenge-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Nongo CU Primary School Kitimbwa","Government","Male","Division 1","","D01S11P06","nongo-cu-primary-school-kitimbwa_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Nongo CU Primary School Kitimbwa","Government","Female","Division 1","","D01S11P06","nongo-cu-primary-school-kitimbwa_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Nongo CU Primary School Kitimbwa","Government","Male","Division 2","1.0","D01S11P06","nongo-cu-primary-school-kitimbwa_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Nongo CU Primary School Kitimbwa","Government","Female","Division 2","","D01S11P06","nongo-cu-primary-school-kitimbwa_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Nongo CU Primary School Kitimbwa","Government","Male","Division 3","","D01S11P06","nongo-cu-primary-school-kitimbwa_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Nongo CU Primary School Kitimbwa","Government","Female","Division 3","2.0","D01S11P06","nongo-cu-primary-school-kitimbwa_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Nongo CU Primary School Kitimbwa","Government","Male","Division 4","1.0","D01S11P06","nongo-cu-primary-school-kitimbwa_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Nongo CU Primary School Kitimbwa","Government","Female","Division 4","3.0","D01S11P06","nongo-cu-primary-school-kitimbwa_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Nongo CU Primary School Kitimbwa","Government","Male","Division U","4.0","D01S11P06","nongo-cu-primary-school-kitimbwa_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Nongo CU Primary School Kitimbwa","Government","Female","Division U","4.0","D01S11P06","nongo-cu-primary-school-kitimbwa_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Nongo CU Primary School Kitimbwa","Government","Male","Division X","","D01S11P06","nongo-cu-primary-school-kitimbwa_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","Nongo CU Primary School Kitimbwa","Government","Female","Division X","1.0","D01S11P06","nongo-cu-primary-school-kitimbwa_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","St Martins Nongo RC Primary School","Government","Male","Division 1","","D01S11P06","st-martins-nongo-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","St Martins Nongo RC Primary School","Government","Female","Division 1","","D01S11P06","st-martins-nongo-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","St Martins Nongo RC Primary School","Government","Male","Division 2","","D01S11P06","st-martins-nongo-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","St Martins Nongo RC Primary School","Government","Female","Division 2","","D01S11P06","st-martins-nongo-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","St Martins Nongo RC Primary School","Government","Male","Division 3","","D01S11P06","st-martins-nongo-rc-primary-school_kayunga"
