District name,Sub county,Parish,Village,Name of the school,School type,Does the school have Pre-primary education (ECD/Nursery),Total number of learners,Number of boys,Number of girls,Number of learners with disabilities (boys/girls),Total number of teachers,Number of male teachers,Number of Female teachers,Number of teachers on government payroll ,Number of teachers qualified by Diploma,Number of teachers qualified degree and above,Number of teachers qualified by certificate,Number of classroom blocks,"Of these, how many are permanent classrooms",How many are semi-permanent classrooms,How many are temporary classrooms,Number of Toilets,Are there separate toilets for boys and girls? ,"if yes, Number of toilets available for boys","if yes, Number of toilets available for girls",Are there separate toilets for teachers,"if yes, Number of toilets available for teachers",Are toilets accommodative for people with Disabilities e.g walking,Is water available at the school? ,Is there a handwashing point available at school,Does the school have electricity? ,Does the school have an ICT/computer lab? ,"On average, how many pupils does one classroom accommodate /how many learners sit in one classroom (Pupil-classroom ratio)","On average, how pupils does on teacher attend to /teach in this school (Average pupil–teacher ratio)",Pupil-text book ratio-on average one book is used by how many pupils?,"Pupil–toilet ratio( On average, how many pupils use one toilet ?",Take a photo of paper/chat showing enrolment of last term,Take a photo of paper/chat showing enrolment of last term_URL,Photo showing front view of the school,Photo showing front view of the school_URL,Geo location of the school,_Geo location of the school_latitude,_Geo location of the school_longitude,_Geo location of the school_altitude,_Geo location of the school_precision,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,_index
Kayunga,Kayonza subcounty,Namaliri ,Namaliri ,God's Love N/P/S,Private,Yes,48,27,21,0,3,2,1,,0,0,3,4,3,0,1,3,Yes,1,1,Yes,1,No,No,Yes,No,No,12,15,15,23,1758693894319.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fa9c5575d-ff63-4411-b154-0ddfa6cbff00%2F1758693894319.jpg,1758694088108.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fa9c5575d-ff63-4411-b154-0ddfa6cbff00%2F1758694088108.jpg,0.893844 32.8782022 1081.975 1.831,0.893844,32.8782022,1081.975,1.831,566079117,a9c5575d-ff63-4411-b154-0ddfa6cbff00,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,376
Kayunga,Kayonza subcounty,Namizo,Kawolokota,Tabitha Kindergarten School ,Private,Yes,120,69,51,0,8,0,8,,0,0,8,5,3,0,2,8,Yes,4,4,No,,No,Yes,Yes,Yes,No,24,15,15,15,1758696200637.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fb936c3bc-2193-4bd5-b4cc-b3abc595a848%2F1758696200637.jpg,1758696331642.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fb936c3bc-2193-4bd5-b4cc-b3abc595a848%2F1758696331642.jpg,0.8907761 32.9011283 1069.197 2.02,0.8907761,32.9011283,1069.197,2.02,566079141,b936c3bc-2193-4bd5-b4cc-b3abc595a848,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,377
Kayunga,Kayonza subcounty,Namaliri ,Nakabango,Good Times Infant School ,Private,Yes,108,41,67,1,3,1,2,,0,0,3,3,0,0,3,2,Yes,1,1,No,,No,No,Yes,No,No,36,36,36,2,1758702717224.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F90d17763-be05-43fc-97bd-abc8d7724888%2F1758702717224.jpg,1758702893890.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F90d17763-be05-43fc-97bd-abc8d7724888%2F1758702893890.jpg,0.8953588 32.8635883 1068.056 3.232,0.8953588,32.8635883,1068.056,3.232,566079159,90d17763-be05-43fc-97bd-abc8d7724888,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,378
Kayunga,Kayonza subcounty,Namaliri,Kayonza,Step by Step N/P/S,Private,Yes,187,93,98,2,9,4,5,,0,0,9,6,4,0,2,4,Yes,2,2,Yes,2,No,No,Yes,Yes,No,31,21,21,33,1758701357018.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F35c88ad1-2c55-4e43-b9ee-b5a240fbac81%2F1758701357018.jpg,1758702966705.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F35c88ad1-2c55-4e43-b9ee-b5a240fbac81%2F1758702966705.jpg,0.894621 32.8644373 1067.921 2.029,0.894621,32.8644373,1067.921,2.029,566079178,35c88ad1-2c55-4e43-b9ee-b5a240fbac81,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,379
Kayunga,Kayonza subcounty,Namaliri,Makkukulu,Grace Home of the Next Generation N/P/S,Private,Yes,100,40,60,1,9,4,5,,2,0,7,12,12,0,0,5,Yes,2,2,Yes,1,No,Yes,Yes,Yes,No,10,10,5,25,,,1758704828097.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fa3b77b70-245e-4910-9e32-787608b724ff%2F1758704828097.jpg,0.8939929 32.8487551 977.023 2.604,0.8939929,32.8487551,977.023,2.604,566079191,a3b77b70-245e-4910-9e32-787608b724ff,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,380
Kayunga,Kayonza subcounty,Nakyessa,Kavule 5,Outhman N/P/S,Private,Yes,71,38,33,0,8,4,4,,0,0,8,6,6,0,0,4,Yes,2,2,No,,No,Yes,Yes,No,No,12,20,5,18,1758709049988.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F59f01f58-cde5-4e13-b10a-bccde759f2ba%2F1758709049988.jpg,1758709312133.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F59f01f58-cde5-4e13-b10a-bccde759f2ba%2F1758709312133.jpg,0.9196994 32.8539553 1053.317 1.221,0.9196994,32.8539553,1053.317,1.221,566079199,59f01f58-cde5-4e13-b10a-bccde759f2ba,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,381
Kayunga,Kayonza subcounty,Kayonza,Namatogonya 4,Sadik P/S,Private,No,120,55,65,0,11,6,5,,0,0,11,8,6,0,2,7,Yes,3,2,Yes,2,No,Yes,Yes,No,No,17,17,5,24,,,1758712199905.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F1702f445-bd55-4086-a42a-7e7542b64925%2F1758712199905.jpg,0.928503 32.8463597 1062.778 2.178,0.928503,32.8463597,1062.778,2.178,566079215,1702f445-bd55-4086-a42a-7e7542b64925,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,382
Kayunga,Kayonza subcounty,Nakyesanja,Kakiika B,Kilton Junior School ,Private,Yes,250,99,151,1,12,5,7,,1,1,10,10,10,0,0,8,Yes,3,3,Yes,2,No,Yes,Yes,Yes,No,25,25,2,42,,,1758713356935.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fabb163c9-4321-487a-ac04-311e34405ed9%2F1758713356935.jpg,0.9451332 32.832862 1050.928 1.739,0.9451332,32.832862,1050.928,1.739,566079230,abb163c9-4321-487a-ac04-311e34405ed9,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,383
Kayunga,Kayonza subcounty,Nakyesanja,Kakiika A,God's Will Junior Academy ,Private,Yes,398,198,200,2,8,3,5,,1,0,7,9,2,0,7,8,Yes,3,3,Yes,2,No,No,Yes,Yes,No,44,44,3,66,,,1758714533082.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F162d0d6f-4e66-4a20-81ab-d6747176bbf3%2F1758714533082.jpg,0.9458226 32.8277686 1051.223 2.749,0.9458226,32.8277686,1051.223,2.749,566079242,162d0d6f-4e66-4a20-81ab-d6747176bbf3,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,384
Kayunga,Kayonza subcounty,Nakyesanja,Nakyesanja ,King David P/S,Private,Yes,170,72,98,3,8,3,5,,1,0,7,7,0,0,7,6,Yes,2,3,Yes,1,No,No,No,No,No,24,24,24,34,,,1758715969841.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F90da37b0-293f-4847-9408-7ba39718bc4f%2F1758715969841.jpg,0.9427109 32.8176938 1050.492 1.004,0.9427109,32.8176938,1050.492,1.004,566079254,90da37b0-293f-4847-9408-7ba39718bc4f,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,385
Kayunga,Kayonza subcounty,Namaliri,Nakabango,Quality Education Center,Private,Yes,150,70,80,0,8,4,4,,0,0,8,8,8,0,0,8,Yes,3,4,Yes,1,No,No,Yes,No,No,18,18,1,22,,,1758707413438.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F99593c97-faa4-4829-9a41-154b4ec527fb%2F1758707413438.jpg,0.8913866 32.8623069 1052.797 1.251,0.8913866,32.8623069,1052.797,1.251,566079262,99593c97-faa4-4829-9a41-154b4ec527fb,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,386
Kayunga,Kayonza subcounty,Nakyessa,Nakyessa 2,Sukrop Junior School,Private,Yes,318,149,169,0,8,4,4,,2,1,5,8,0,0,8,10,Yes,3,5,Yes,2,No,Yes,Yes,Yes,Yes,40,40,5,40,1758742457344.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Ffafe469a-1bbe-4de8-b82c-f315b4c8ce3f%2F1758742457344.jpg,1758710927376.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Ffafe469a-1bbe-4de8-b82c-f315b4c8ce3f%2F1758710927376.jpg,0.9159903 32.8482853 1062.299 2.39,0.9159903,32.8482853,1062.299,2.39,566079273,fafe469a-1bbe-4de8-b82c-f315b4c8ce3f,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,387
Kayunga,Kayonza subcounty,Namaliri,Namaliri,Good Hope Nursery & Primary,Private,Yes,99,47,52,0,9,4,5,,0,0,9,6,0,0,6,2,Yes,1,1,No,,No,No,No,No,No,,,,,,,1758692856488.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F49174876-425d-4a9a-a3ac-2a2ed0ce585b%2F1758692856488.jpg,0.899368 32.886917 1068.147 1.635,0.899368,32.886917,1068.147,1.635,566079288,49174876-425d-4a9a-a3ac-2a2ed0ce585b,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,388
Kayunga,Kayunga sub county,Buyobe,Kanjuki,Kanjuki UMEA P/S,Government,No,747,387,360,30,13,4,9,13,4,3,6,3,2,1,4,8,Yes,4,40,Yes,1,No,Yes,Yes,Yes,No,75,57,3,93,1758017283542.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F249273a0-2d60-490b-9dd7-8e10af76b12a%2F1758017283542.jpg,1758017289132.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F249273a0-2d60-490b-9dd7-8e10af76b12a%2F1758017289132.jpg,0.7455616 32.8896259 1032.1 4.875,0.7455616,32.8896259,1032.1,4.875,560574753,249273a0-2d60-490b-9dd7-8e10af76b12a,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,44
Kayunga,Kayunga sub county,Buyobe ,Kanjuki ,Kanjuki R/C,Government,No,238,118,120,1,8,2,6,8,2,1,5,3,3,1,3,11,Yes,3,8,No,,No,No,Yes,Yes,No,30,30,2,30,1758019058533.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F40ea2c00-a965-496f-b03b-9c2290172f2c%2F1758019058533.jpg,1758019067296.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F40ea2c00-a965-496f-b03b-9c2290172f2c%2F1758019067296.jpg,0.7488657 32.881916 1056.3 4.82,0.7488657,32.881916,1056.3,4.82,560574770,40ea2c00-a965-496f-b03b-9c2290172f2c,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,45
Kayunga,Kayunga sub county,Buyobe ,Buwungiro,Buwungiro C/U,Government,No,422,211,211,0,13,7,6,11,3,1,9,3,3,0,0,13,Yes,6,9,Yes,4,No,No,Yes,Yes,No,53,32,3,32,1758020661892.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F70a25828-10be-4490-accd-62e0857436e8%2F1758020661892.jpg,1758020673045.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F70a25828-10be-4490-accd-62e0857436e8%2F1758020673045.jpg,0.7822233 32.8510133 1035.8000000000002 3.516,0.7822233,32.8510133,1035.8,3.516,560574811,70a25828-10be-4490-accd-62e0857436e8,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,46
Kayunga,Kayunga sub county,Buyobe ,Kyanya,Kyanya C/C,Government,No,350,186,164,4,12,2,9,12,5,2,5,3,3,0,0,3,Yes,1,1,Yes,1,Yes,No,Yes,Yes,No,44,29,2,117,1758021739274.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F690bd7af-cb84-49ff-805e-8521670a528f%2F1758021739274.jpg,1758021749040.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F690bd7af-cb84-49ff-805e-8521670a528f%2F1758021749040.jpg,0.77924 32.8808 1052.2 4.8,0.77924,32.8808,1052.2,4.8,560574836,690bd7af-cb84-49ff-805e-8521670a528f,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,47
Kayunga,Kayunga sub county,Bukujju,Bukujju ,Bukujju UMEA ,Government,No,592,289,303,10,11,5,6,11,0,1,10,9,9,0,0,10,Yes,5,5,No,,Yes,Yes,Yes,Yes,No,45,55,1,59,1758024146875.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F91c1a775-f059-46b0-af89-401ff42a3aaf%2F1758024146875.jpg,1758023871282.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F91c1a775-f059-46b0-af89-401ff42a3aaf%2F1758023871282.jpg,0.7727 32.90442 1066.7 4.2,0.7727,32.90442,1066.7,4.2,560574861,91c1a775-f059-46b0-af89-401ff42a3aaf,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,48
Kayunga,Kayunga sub county,Busaale,Busaale ,Busaale C/U,Government,No,414,197,217,15,10,2,8,10,2,3,5,3,7,3,0,8,Yes,3,3,Yes,2,Yes,Yes,Yes,Yes,No,45,45,5,45,1758024929662.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fbf2151ae-5354-4d81-bafd-7899cc79e17b%2F1758024929662.jpg,1758024988073.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fbf2151ae-5354-4d81-bafd-7899cc79e17b%2F1758024988073.jpg,0.7517383 32.913415 1086.3 4.8,0.7517383,32.913415,1086.3,4.8,560574873,bf2151ae-5354-4d81-bafd-7899cc79e17b,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,49
Kayunga,Kayunga sub county,Siterede,Kisaba,Sekaje Islamic ,Government,No,568,254,314,5,11,5,6,11,7,1,3,3,8,0,0,2,Yes,1,1,Yes,2,Yes,Yes,Yes,No,No,75,50,5,71,1758027970310.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Ff9526a7b-34f5-4d46-8016-9014004ab1a9%2F1758027970310.jpg,1758027752152.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Ff9526a7b-34f5-4d46-8016-9014004ab1a9%2F1758027752152.jpg,0.7208617 32.9129683 1045.0 4.7,0.7208617,32.9129683,1045,4.7,560574897,f9526a7b-34f5-4d46-8016-9014004ab1a9,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,50
Kayunga,Kayunga sub county,Buyobe parish,Kanjuki village,Kanjuki c/u primary school,Government,No,424,174,250,8,13,5,8,11,6,3,4,4,4,0,0,13,Yes,8,5,Yes,4,Yes,Yes,Yes,Yes,No,50,40,5,24,1758017646132.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fcd58890a-fa74-4454-9ff5-d0d6e94a7596%2F1758017646132.jpg,1758017795601.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fcd58890a-fa74-4454-9ff5-d0d6e94a7596%2F1758017795601.jpg,0.7454759 32.8860894 1078.329833984375 4.955,0.7454759,32.8860894,1078.329834,4.955,560590202,cd58890a-fa74-4454-9ff5-d0d6e94a7596,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,53
Kayunga,Kayunga sub county,Busaale parish,Busaale village,Busale R/C,Government,No,347,206,139,28,8,2,6,8,3,1,5,3,5,3,0,5,Yes,2,3,Yes,2,No,Yes,Yes,No,No,40,40,3,50,1758025469320.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F0c9cc1ef-7100-4ef3-b86a-4c6da37770bd%2F1758025469320.jpg,1758025518112.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F0c9cc1ef-7100-4ef3-b86a-4c6da37770bd%2F1758025518112.jpg,0.7519782 32.9115496 1070.547607421875 4.63,0.7519782,32.9115496,1070.547607,4.63,560590230,0c9cc1ef-7100-4ef3-b86a-4c6da37770bd,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,54
Kayunga,Kayunga sub county,Nakaseeta,Kisombwa,Kisombwa C/U,Government,No,392,207,185,9,11,3,8,10,1,1,9,5,4,0,1,9,Yes,3,2,Yes,4,No,No,Yes,Yes,No,78,36,3,78,1758092993940.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F392bde70-39f4-457e-8fb9-b5d2ecf64624%2F1758092993940.jpg,1758093075824.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F392bde70-39f4-457e-8fb9-b5d2ecf64624%2F1758093075824.jpg,0.6986317 32.9274517 1071.5 2.6,0.6986317,32.9274517,1071.5,2.6,561077321,392bde70-39f4-457e-8fb9-b5d2ecf64624,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,132
Kayunga,Kayunga sub county,Bukolooto,Gaza,Bwetyaba R/C,Government,Yes,771,398,373,37,15,4,11,15,15,3,0,8,8,0,,15,Yes,5,5,Yes,3,Yes,Yes,Yes,Yes,No,100,70,2,64,1758095778685.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F77e95216-cbf3-4605-8fcf-9a36de2bd360%2F1758095778685.jpg,1758095892814.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F77e95216-cbf3-4605-8fcf-9a36de2bd360%2F1758095892814.jpg,0.6802 32.9124967 1058.9000244140625 2.5,0.6802,32.9124967,1058.900024,2.5,561077450,77e95216-cbf3-4605-8fcf-9a36de2bd360,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,133
Kayunga,Kayunga sub county,Bukolooto ,Ntooke,Ssezibwa C/U,Government,Yes,250,137,113,,12,2,10,10,5,2,5,7,7,,,12,Yes,6,4,Yes,2,No,Yes,Yes,Yes,No,36,36,3,25,1758102731386.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F465d548c-c582-4c50-a959-3e757089bf34%2F1758102731386.jpg,1758103027641.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F465d548c-c582-4c50-a959-3e757089bf34%2F1758103027641.jpg,0.680695 32.895435 1063.9000244140625 4.683,0.680695,32.895435,1063.900024,4.683,561077785,465d548c-c582-4c50-a959-3e757089bf34,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,134
Kayunga,Kayunga sub county,Namulanda,Namulanda ,Namulanda R/C,Government,No,323,184,140,2,12,5,8,12,5,2,8,7,6,1,,4,Yes,2,2,No,,No,Yes,Yes,Yes,No,45,45,1,84,1758104785939.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F592367e1-38d0-411e-b3b7-4c2beef380a2%2F1758104785939.jpg,1758105937842.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F592367e1-38d0-411e-b3b7-4c2beef380a2%2F1758105937842.jpg,0.6569475 32.9346812 1086.300048828125 4.62,0.6569475,32.9346812,1086.300049,4.62,561077890,592367e1-38d0-411e-b3b7-4c2beef380a2,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,135
Kayunga,Kayunga sub county,Bukolooto ,Nawandagala,Nawandagala R/C,Government,No,303,154,149,2,10,4,6,10,2,2,6,7,7,0,0,6,Yes,2,4,No,,Yes,Yes,Yes,No,No,50,50,2,60,1758108049519.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F3db29935-21c1-443b-bab4-e8be2419385a%2F1758108049519.jpg,1758108152714.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F3db29935-21c1-443b-bab4-e8be2419385a%2F1758108152714.jpg,0.6732267 32.9426067 1052.3 4.88,0.6732267,32.9426067,1052.3,4.88,561077994,3db29935-21c1-443b-bab4-e8be2419385a,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,136
Kayunga,Kayunga sub county,Nsotoka,Kiwooza ,Kiwooza R/C,Government,Yes,561,279,282,1,9,4,5,9,1,,8,8,8,0,0,8,Yes,3,4,Yes,1,No,Yes,Yes,Yes,No,50,50,3,80,1758109639864.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fe965a87b-98fc-4137-947c-802023361966%2F1758109639864.jpg,1758109704913.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fe965a87b-98fc-4137-947c-802023361966%2F1758109704913.jpg,0.6859217 32.9683933 1090.8 3.8,0.6859217,32.9683933,1090.8,3.8,561078126,e965a87b-98fc-4137-947c-802023361966,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,137
Kayunga,Kayunga sub county,Nakaseeta ,Nakaziba,Nakaziba C.U,Government,No,257,113,135,9,9,2,6,8,2,1,5,9,9,0,0,3,Yes,0,2,Yes,1,No,Yes,Yes,Yes,No,40,40,1,68,1758112262574.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F7314f53f-cfbe-4765-aa04-3d9833620ce9%2F1758112262574.jpg,1758112385122.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F7314f53f-cfbe-4765-aa04-3d9833620ce9%2F1758112385122.jpg,0.7084795 32.9547626 1057.3999999999999 4.9,0.7084795,32.9547626,1057.4,4.9,561078399,7314f53f-cfbe-4765-aa04-3d9833620ce9,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,138
Kayunga,Kayunga sub county,Nsotoka,Namulanda,Namulanda C/U primary school,Government,No,402,191,211,8,12,5,7,12,6,2,4,3,11,0,0,11,Yes,6,5,Yes,2,Yes,Yes,Yes,Yes,No,40,50,6,40,1758105887307.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F7f19ab24-97d6-4b1c-a4fc-6734234dcfd0%2F1758105887307.jpg,1758106054806.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F7f19ab24-97d6-4b1c-a4fc-6734234dcfd0%2F1758106054806.jpg,0.6498249 32.9431516 1062.810791015625 4.993,0.6498249,32.9431516,1062.810791,4.993,561081281,7f19ab24-97d6-4b1c-a4fc-6734234dcfd0,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,141
