District name,Sub county,Parish,Village,Name of the school,School type,Does the school have Pre-primary education (ECD/Nursery),Total number of learners,Number of boys,Number of girls,Number of learners with disabilities (boys/girls),Total number of teachers,Number of male teachers,Number of Female teachers,Number of teachers on government payroll ,Number of teachers qualified by Diploma,Number of teachers qualified degree and above,Number of teachers qualified by certificate,Number of classroom blocks,"Of these, how many are permanent classrooms",How many are semi-permanent classrooms,How many are temporary classrooms,Number of Toilets,Are there separate toilets for boys and girls? ,"if yes, Number of toilets available for boys","if yes, Number of toilets available for girls",Are there separate toilets for teachers,"if yes, Number of toilets available for teachers",Are toilets accommodative for people with Disabilities e.g walking,Is water available at the school? ,Is there a handwashing point available at school,Does the school have electricity? ,Does the school have an ICT/computer lab? ,"On average, how many pupils does one classroom accommodate /how many learners sit in one classroom (Pupil-classroom ratio)","On average, how pupils does on teacher attend to /teach in this school (Average pupil–teacher ratio)",Pupil-text book ratio-on average one book is used by how many pupils?,"Pupil–toilet ratio( On average, how many pupils use one toilet ?",Take a photo of paper/chat showing enrolment of last term,Take a photo of paper/chat showing enrolment of last term_URL,Photo showing front view of the school,Photo showing front view of the school_URL,Geo location of the school,_Geo location of the school_latitude,_Geo location of the school_longitude,_Geo location of the school_altitude,_Geo location of the school_precision,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,_index
Kayunga,Nazigo sub county,Bukamba,Bukamba ,Bukamba C/U,Government,No,852,442,410,30,11,4,7,11,4,,7,7,7,0,0,17,Yes,9,8,Yes,4,No,Yes,Yes,Yes,No,85,70,5,50,1758117739004.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F77ded848-efa0-41f8-a763-9863b132d14a%2F1758117739004.jpg,1758117823147.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F77ded848-efa0-41f8-a763-9863b132d14a%2F1758117823147.jpg,0.7090717 33.0174367 1095.8 4.68,0.7090717,33.0174367,1095.8,4.68,561090546,77ded848-efa0-41f8-a763-9863b132d14a,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,149
Kayunga,Nazigo sub county,Kirindi ,Zakaria zone,Musitwa UMEA,Government,No,626,287,339,12,10,7,3,10,2,1,7,7,6,0,0,10,Yes,5,4,Yes,2,Yes,Yes,Yes,Yes,No,70,70,4,2,,,1758119385884.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F4b29d92d-8398-4922-b8e9-85d34309358e%2F1758119385884.jpg,0.69855 33.034205 1090.5 4.1,0.69855,33.034205,1090.5,4.1,561090578,4b29d92d-8398-4922-b8e9-85d34309358e,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,150
Kayunga,Nazigo sub county,Kirindi,Kirindi ,Kirindi C/U,Government,No,30,10,20,0,5,2,3,5,0,0,5,5,5,0,0,1,No,,,No,,No,Yes,No,No,No,5,2,1,30,,,1758120251840.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F4d12d780-ab14-4e0f-8051-1d62295be195%2F1758120251840.jpg,0.6817467 33.04204 1060.5 4.5,0.6817467,33.04204,1060.5,4.5,561090621,4d12d780-ab14-4e0f-8051-1d62295be195,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,151
Kayunga,Nazigo sub county,Natteta ,Wabirongo ,Wabirongo cu p/s,Government,No,609,315,294,43,14,7,7,14,7,2,5,3,3,1,2,3,Yes,1,2,No,,Yes,Yes,Yes,Yes,No,76,43,3,67,1758183851739.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F41616bc0-4061-4f75-b1d9-3788eb0db923%2F1758183851739.jpg,1758184061306.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F41616bc0-4061-4f75-b1d9-3788eb0db923%2F1758184061306.jpg,0.6300688 33.0311182 1087.0 8.8,0.6300688,33.0311182,1087,8.8,563659572,41616bc0-4061-4f75-b1d9-3788eb0db923,2025-09-21,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,213
Kayunga,Nazigo sub county,Nazigo,Kiseveni,Nagizo Demonstration,Government,Yes,923,476,447,20,15,6,9,14,5,2,8,14,13,0,0,14,Yes,7,7,Yes,4,Yes,Yes,Yes,Yes,No,61,61,6,65,1758189982012.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F7eb07ff0-38a4-49b4-b887-10cfff6d9e1d%2F1758189982012.jpg,1758190194465.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F7eb07ff0-38a4-49b4-b887-10cfff6d9e1d%2F1758190194465.jpg,0.6471881 32.9987443 1109.0 6.5,0.6471881,32.9987443,1109,6.5,563938007,7eb07ff0-38a4-49b4-b887-10cfff6d9e1d,2025-09-22,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,220
Kayunga,Nazigo sub county,Natteta,Kiribedda,Kiribedda c/u,Government,No,332,183,149,13,11,3,8,11,1,3,7,6,6,0,1,8,Yes,4,4,No,,Yes,Yes,Yes,Yes,No,53,30,4,40,1758185811680.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F3c7b7049-abc7-43c2-9498-79f6eae47074%2F1758185811680.jpg,1758186364184.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F3c7b7049-abc7-43c2-9498-79f6eae47074%2F1758186364184.jpg,0.6178131 32.9906009 1104.0 6.916,0.6178131,32.9906009,1104,6.916,563938178,3c7b7049-abc7-43c2-9498-79f6eae47074,2025-09-22,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,223
Kayunga,Nazigo sub county,Natteta ,Nazigo,Nazigo R/C,Government,No,1117,564,633,69,17,7,10,17,10,2,5,14,14,0,0,7,Yes,7,7,Yes,2,Yes,Yes,Yes,Yes,No,86,70,1,86,1758542872043.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F3a609f8c-4dc4-4d83-b595-f73819b24e4d%2F1758542872043.jpg,1758543020956.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F3a609f8c-4dc4-4d83-b595-f73819b24e4d%2F1758543020956.jpg,0.6394435 32.9948771 1117.0 4.999,0.6394435,32.9948771,1117,4.999,564086287,3a609f8c-4dc4-4d83-b595-f73819b24e4d,2025-09-22,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,238
Kayunga,Nazigo sub county,Nazigo,Kisoga,Kisoga R/C,Government,No,1223,629,594,36,14,7,7,14,3,2,9,12,8,4,0,10,Yes,5,5,Yes,2,No,No,No,Yes,No,101,87,5,122,1758546057569.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F2caacf2d-421f-48f4-b0ad-04b69a30491c%2F1758546057569.jpg,1758546267773.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F2caacf2d-421f-48f4-b0ad-04b69a30491c%2F1758546267773.jpg,0.6417903 32.9539235 1082.0 8.9,0.6417903,32.9539235,1082,8.9,564146058,2caacf2d-421f-48f4-b0ad-04b69a30491c,2025-09-22,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,239
Kayunga,Nazigo sub county,Kimanya,Gangama,Kimanya C/U,Government,Yes,343,175,168,12,9,3,6,9,3,1,5,7,6,0,1,9,Yes,4,5,No,,Yes,Yes,Yes,No,No,57,38,3,38,1758548766812.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F54827e3f-42ca-42aa-adca-0f8b9f960cf2%2F1758548766812.jpg,1758548826532.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F54827e3f-42ca-42aa-adca-0f8b9f960cf2%2F1758548826532.jpg,0.6402653 32.9786122 1081.0 9.0,0.6402653,32.9786122,1081,9,564184574,54827e3f-42ca-42aa-adca-0f8b9f960cf2,2025-09-22,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,240
Kayunga,Nazigo sub county,Natteta ,Natteta ,Natteta c/u,Government,No,550,284,266,12,16,7,9,16,8,2,6,7,7,0,0,15,Yes,5,10,No,,Yes,Yes,Yes,No,No,78,39,10,36,1758550410151.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F5ff8009d-742f-4eaf-adb1-fcff5e205672%2F1758550410151.jpg,1758550650642.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F5ff8009d-742f-4eaf-adb1-fcff5e205672%2F1758550650642.jpg,0.6330671 32.9937145 1130.0 7.5,0.6330671,32.9937145,1130,7.5,564184668,5ff8009d-742f-4eaf-adb1-fcff5e205672,2025-09-22,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,241
Kayunga,Nazigo sub county,Nazigo ,Nazigo ,Grace Community Primary School ,Private,Yes,189,98,91,1,7,1,6,,1,0,6,8,8,0,0,5,Yes,2,2,Yes,1,No,No,Yes,Yes,No,24,27,189,47,1758609113852.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F58332afe-6878-43fd-8ec5-ae3257426a37%2F1758609113852.jpg,1758609138423.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F58332afe-6878-43fd-8ec5-ae3257426a37%2F1758609138423.jpg,0.6473236 32.9801891 1105.7 4.925,0.6473236,32.9801891,1105.7,4.925,565184070,58332afe-6878-43fd-8ec5-ae3257426a37,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,318
Kayunga,Nazigo sub county,Natteta Ward,Ngombolola cell ,Anchor Children Center ,Private,Yes,154,67,87,0,12,6,6,,0,3,3,10,2,8,0,6,Yes,2,2,Yes,2,No,Yes,Yes,No,No,15,25,13,38,1758610492172.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F84faa432-c5a8-4c0b-aab4-89d331383e40%2F1758610492172.jpg,1758610523445.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F84faa432-c5a8-4c0b-aab4-89d331383e40%2F1758610523445.jpg,0.646215 32.9805608 1124.0 4.3,0.646215,32.9805608,1124,4.3,565184884,84faa432-c5a8-4c0b-aab4-89d331383e40,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,319
Kayunga,Nazigo sub county,Natteta ,Natteta ,Kotwe Taqwa Islamic Primary School ,Private,Yes,215,115,110,0,11,4,7,,2,1,7,9,9,0,0,12,Yes,4,6,Yes,2,No,Yes,Yes,Yes,No,24,20,2,22,1758637308092.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F328ac3a3-4018-47cc-b9d4-3bf4d516284f%2F1758637308092.jpg,1758635191703.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F328ac3a3-4018-47cc-b9d4-3bf4d516284f%2F1758635191703.jpg,0.658665 33.0148369 1098.4 4.04,0.658665,33.0148369,1098.4,4.04,565202353,328ac3a3-4018-47cc-b9d4-3bf4d516284f,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,331
Kayunga,Nazigo sub county,Nazigo ,Kotwe B,Triple A Nursery And Primary School ,Private,Yes,110,59,51,0,7,4,3,,1,1,5,7,3,4,0,2,Yes,1,1,No,,No,Yes,Yes,No,No,20,20,7,55,1758690186087.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F24e7a483-cedf-4c36-b9ec-db366ed6dcc6%2F1758690186087.jpg,1758690242690.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F24e7a483-cedf-4c36-b9ec-db366ed6dcc6%2F1758690242690.jpg,0.6609503 33.0180143 1099.7 4.85,0.6609503,33.0180143,1099.7,4.85,565412026,24e7a483-cedf-4c36-b9ec-db366ed6dcc6,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,332
Kayunga,Nazigo sub county,Kirindi,Nakakonge,Joy of Christ Junior School ,Private,Yes,170,89,91,5,10,4,6,,2,0,8,10,10,0,0,8,Yes,3,3,Yes,2,Yes,Yes,Yes,Yes,No,20,20,170,28,1758692181691.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F1b1484e9-8b3d-4b11-88fd-aabdff80dd81%2F1758692181691.jpg,1758692274027.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F1b1484e9-8b3d-4b11-88fd-aabdff80dd81%2F1758692274027.jpg,0.6649539 33.0343486 1086.3 4.616,0.6649539,33.0343486,1086.3,4.616,566010367,1b1484e9-8b3d-4b11-88fd-aabdff80dd81,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,347
Kayunga,Nazigo sub county,Kirindi ,Kirindi ,Destiny Nursery And Primary School ,Private,Yes,220,90,130,0,9,4,5,,1,0,8,9,0,0,9,1,No,,,No,,No,Yes,Yes,No,No,50,50,220,220,1758693716566.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F822fe1ab-52d3-424d-8af7-0aa16b72ba18%2F1758693716566.jpg,1758693771147.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F822fe1ab-52d3-424d-8af7-0aa16b72ba18%2F1758693771147.jpg,0.6802493 33.0411249 1077.3 4.94,0.6802493,33.0411249,1077.3,4.94,566011090,822fe1ab-52d3-424d-8af7-0aa16b72ba18,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,348
Kayunga,Nazigo sub county,Kirindi ,Kirindi ,Deo Nursery And Primary School ,Private,Yes,352,174,178,0,11,5,6,,4,0,7,10,4,6,0,7,Yes,2,3,Yes,2,No,Yes,Yes,Yes,No,30,30,4,70,1758695082456.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F286f1284-6e28-474a-9b00-968b47e43509%2F1758695082456.jpg,1758695168495.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F286f1284-6e28-474a-9b00-968b47e43509%2F1758695168495.jpg,0.6831655 33.0457109 1126.0 4.933,0.6831655,33.0457109,1126,4.933,566011267,286f1284-6e28-474a-9b00-968b47e43509,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,349
Kayunga,Nazigo sub county,Kirindi ,Kirindi ,Kirindi Junior School ,Private,Yes,220,100,120,5,10,4,6,,1,0,9,7,5,2,0,4,Yes,2,2,No,,Yes,No,Yes,Yes,No,30,30,4,24,1758696522427.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fbe5bcee5-09e4-49cb-8a63-8be57392faee%2F1758696522427.jpg,1758696216923.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fbe5bcee5-09e4-49cb-8a63-8be57392faee%2F1758696216923.jpg,0.6855115 33.0446553 1119.3 4.45,0.6855115,33.0446553,1119.3,4.45,566011929,be5bcee5-09e4-49cb-8a63-8be57392faee,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,350
Kayunga,Nazigo sub county,Kirindi ,Kasega,Kasega Calvary Nursery And Primary School ,Private,Yes,250,124,126,6,9,4,5,,2,0,5,9,5,4,0,3,Yes,2,1,No,,No,Yes,Yes,Yes,No,28,28,4,83,1758697835022.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F5942b81f-94c2-48a7-a2b1-823f822728c8%2F1758697835022.jpg,1758698151060.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F5942b81f-94c2-48a7-a2b1-823f822728c8%2F1758698151060.jpg,0.695468 33.0465953 1082.4 4.375,0.695468,33.0465953,1082.4,4.375,566012039,5942b81f-94c2-48a7-a2b1-823f822728c8,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,351
Kayunga,Nazigo sub county,Nazigo ,Nakakonge ,St Mary's Primary School Nakakonge ,Private,Yes,208,100,108,2,14,6,8,,2,3,9,10,8,2,0,8,Yes,3,3,Yes,2,Yes,Yes,Yes,Yes,No,21,15,4,26,1758701274911.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F7e9f0d90-c3e2-40e3-8949-18f69a4bef4d%2F1758701274911.jpg,1758701406262.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F7e9f0d90-c3e2-40e3-8949-18f69a4bef4d%2F1758701406262.jpg,0.6837743 33.0228912 1149.9 4.533,0.6837743,33.0228912,1149.9,4.533,566012765,7e9f0d90-c3e2-40e3-8949-18f69a4bef4d,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,352
Kayunga,Nazigo sub county,Bukamba,Kakonge,Mirembe Infants,Private,Yes,102,40,62,0,4,1,3,,0,0,4,7,0,7,0,3,Yes,1,1,Yes,1,No,No,No,No,No,15,26,102,51,1758702730645.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F827596f9-7823-4616-a5ca-2c7171c6df9c%2F1758702730645.jpg,1758703009737.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F827596f9-7823-4616-a5ca-2c7171c6df9c%2F1758703009737.jpg,0.6964695 33.0164915 1107.4 4.65,0.6964695,33.0164915,1107.4,4.65,566013627,827596f9-7823-4616-a5ca-2c7171c6df9c,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,353
Kayunga,Nazigo sub county,Bukamba,Bukamba,Bukamba Noor Islamic Primary School,Private,Yes,97,39,58,0,10,7,3,,1,0,9,5,5,0,0,4,Yes,2,2,No,,No,Yes,Yes,Yes,No,19,10,7,24,1758705005637.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F678440a8-1910-4b25-a1ea-607e1d7d1287%2F1758705005637.jpg,1758705045810.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F678440a8-1910-4b25-a1ea-607e1d7d1287%2F1758705045810.jpg,0.7124871 33.0185163 1118.5 4.55,0.7124871,33.0185163,1118.5,4.55,566013768,678440a8-1910-4b25-a1ea-607e1d7d1287,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,354
Kayunga,Nazigo sub county,Bukamba ,Bukamba ,St Bilon Primary School ,Private,Yes,86,30,54,0,7,5,2,,0,0,7,6,0,1,5,4,Yes,2,2,No,,No,No,No,No,No,24,24,24,25,1758706789982.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Faec2e418-9dca-4f81-8232-46b34867f272%2F1758706789982.jpg,1758706456150.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Faec2e418-9dca-4f81-8232-46b34867f272%2F1758706456150.jpg,0.7108849 33.0174443 1145.9 2.7,0.7108849,33.0174443,1145.9,2.7,566013926,aec2e418-9dca-4f81-8232-46b34867f272,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,355
Kayunga,Nazigo sub county,Bukamba ,Bukamba ,Global Junior School ,Private,Yes,200,96,114,0,9,4,5,,0,0,9,8,3,0,5,4,Yes,2,2,No,,No,Yes,Yes,No,No,25,22,200,50,1758708333167.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F50d5f9eb-b004-4be6-8426-066411dc49b5%2F1758708333167.jpg,1758708407937.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F50d5f9eb-b004-4be6-8426-066411dc49b5%2F1758708407937.jpg,0.7129526 33.0208423 1138.4 4.466,0.7129526,33.0208423,1138.4,4.466,566014172,50d5f9eb-b004-4be6-8426-066411dc49b5,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,356
Kayunga,Nazigo sub county,Bukamba ,Bukamba ,Harvest Doves Primary School ,Private,Yes,150,75,66,0,10,3,7,,0,0,10,8,8,0,0,2,Yes,1,1,No,,No,Yes,Yes,No,No,19,15,4,75,1758709291672.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fcc3a3c61-d049-41c2-9ba9-51a6ce1c283d%2F1758709291672.jpg,1758709450701.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fcc3a3c61-d049-41c2-9ba9-51a6ce1c283d%2F1758709450701.jpg,0.7116712 33.0211375 1131.4 4.866,0.7116712,33.0211375,1131.4,4.866,566014344,cc3a3c61-d049-41c2-9ba9-51a6ce1c283d,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,357
Kayunga,Nazigo sub county,Bukamba ,Bukamba ,Mayimuna Islamic Primary School ,Private,Yes,210,111,90,5,17,10,7,,10,0,5,10,10,0,0,24,Yes,10,10,Yes,4,Yes,Yes,Yes,Yes,No,50,30,1,10,1758710546191.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F2877446b-9cbd-49c4-84dc-0a6de5c2df40%2F1758710546191.jpg,1758710564481.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F2877446b-9cbd-49c4-84dc-0a6de5c2df40%2F1758710564481.jpg,0.6975445 33.0253451 1064.5 4.36,0.6975445,33.0253451,1064.5,4.36,566014693,2877446b-9cbd-49c4-84dc-0a6de5c2df40,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,358
Kayunga,Nazigo sub county,Nazigo ,Nsenda,Canan Junior School ,Private,Yes,655,308,367,1,23,10,13,,1,1,21,11,11,0,0,18,Yes,12,6,No,,Yes,Yes,Yes,Yes,No,100,50,4,46,1758714892108.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fb38e2e3c-11ad-4e08-bd61-38d38059e853%2F1758714892108.jpg,1758713165616.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fb38e2e3c-11ad-4e08-bd61-38d38059e853%2F1758713165616.jpg,0.6516783 32.9863114 1091.7 4.72,0.6516783,32.9863114,1091.7,4.72,566015843,b38e2e3c-11ad-4e08-bd61-38d38059e853,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,359
Kayunga,Nazigo sub county,Nazigo ,Nazigo ,AIB International School ,Private,Yes,151,83,63,0,7,4,3,,1,0,6,7,7,0,0,3,Yes,1,1,Yes,1,No,No,No,Yes,No,22,22,2,76,1758716191451.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F1aaf40de-eb31-4399-ad82-3e6f736375da%2F1758716191451.jpg,1758716254481.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F1aaf40de-eb31-4399-ad82-3e6f736375da%2F1758716254481.jpg,0.6474586 32.9847413 1087.8 4.92,0.6474586,32.9847413,1087.8,4.92,566220431,1aaf40de-eb31-4399-ad82-3e6f736375da,2025-09-25,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,389
Kayunga,Nazigo sub county,Natteta ,Nazigo ,Summayya Islamic ,Private,Yes,170,80,90,0,11,7,4,,2,1,4,7,7,0,0,5,Yes,2,1,Yes,2,No,Yes,Yes,Yes,No,25,25,1,34,1758722471829.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F8524d39e-8db5-4770-8ea1-be3f51cc69fb%2F1758722471829.jpg,1758722510350.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F8524d39e-8db5-4770-8ea1-be3f51cc69fb%2F1758722510350.jpg,0.6476468 32.9840868 1110.8 3.94,0.6476468,32.9840868,1110.8,3.94,566220593,8524d39e-8db5-4770-8ea1-be3f51cc69fb,2025-09-25,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,390
